Echolalia,शब्द पुनरावृत्ति,शब्द पुनरुक्ती,शब्द पुनरुक्तिः
Echopraxia,अनुकरण चेष्टा,अनुकरण चेष्टा,अनुकरण चेष्टा
Echovirus,इको विषाणु,इको विषाणू,इको विषाणुः
Eclabium,बहिर्वर्तन ओंठ,ओठ बाहेर वळणे,बहिर्वर्तन ओष्ठः
Eclampsia,एक्लैम्पसिया,एक्लॅम्पसिया,एक्लैम्पसिया
Ecmnesia,स्मृति विस्मरण,स्मृती विसरणे,स्मृति विस्मरणम्
Ecology,पारिस्थितिकी,पर्यावरणशास्त्र,पारिस्थितिकी
Economy class syndrome,इकोनॉमी क्लास सिंड्रोम,इकोनॉमी क्लास सिंड्रोम,इकोनॉमी क्लास सिन्ड्रोमः
Ecraseur,कर्तक यंत्र,कर्तक यंत्र,कर्तक यन्त्रम्
Ecstasy,एक्स्टसी,एक्स्टसी,एक्स्टसी
ECT abbr,इलेक्ट्रो आघात चिकित्सा,इलेक्ट्रो शॉक थेरपी,इलेक्ट्रो आघात चिकित्सा
Ectasia,विस्तारण,विस्तारण,विस्तारणम्
Ecthyma,एकथायमा,एकथायमा,एकथायमा
Ectoderm,बाह्यत्वचा,बाह्यत्वचा,बाह्यत्वचा
Ectodermal,बाह्यत्वचीय,बाह्यत्वचीय,बाह्यत्वचीयः
Ectomy,उच्छेदन,उच्छेदन,उच्छेदनम्
Ectoparasite,बाह्य परजीवी,बाह्य परोपजीवी,बाह्य परजीवी
Ectopia,विस्थान,विस्थान,विस्थानम्
Ectopic,अस्थानिक,विस्थानिक,अस्थानिकः
Ectopic heartbeat,अस्थानिक हृदय स्पंद,विस्थानिक हृदय ठोके,अस्थानिक हृदय स्पन्दः
Ectopic pacemaker,अस्थानिक गतिनियंत्रक,विस्थानिक गती नियंत्रक,अस्थानिक गतिनियन्त्रकः
Ectopic pregnancy,अस्थानिक गर्भ,बाहेर गर्भधारणा,अस्थानिक गर्भः
Ectropion,बहिर्वर्तन,बाहेर वळणे,बहिर्वर्तनम्
Eczema,एक्जिमा,एक्झिमा,एक्जिमा
Eczematous,एक्जिमायुक्त,एक्झिमासारखा,एक्जिमायुक्तः
Eczematous dermatitis,एक्जिमा त्वचाशोथ,एक्झिमा त्वचाशोथ,एक्जिमा त्वचाशोथः
EDD abbr,अपेक्षित प्रसव तिथि,अपेक्षित बाळंतपण तारीख,अपेक्षित प्रसव तिथिः
Edema,शोफ,सूज,शोफः
Edentulous,दंतहीन,दातहीन,दन्तहीनः
Edible,खाने योग्य,खाण्यास योग्य,भक्ष्यः
EDTA,ईडीटीए,ईडीटीए,ईडीटीए
Edwards syndrome,एडवर्ड्स सिंड्रोम,एडवर्ड्स सिंड्रोम,एडवर्ड्स सिन्ड्रोमः
EEG abbr,ईईजी,ईईजी,ईईजी
EFA abbr,आवश्यक वसा अम्ल,आवश्यक वसा आम्ल,आवश्यक वसा अम्लः
Efface,पतला होना,पातळ होणे,तनुं भवितुम्
Effacement,पतला होना,पातळ होणे,पतलाकरणम्
Effect,प्रभाव,परिणाम,प्रभावः
Effective,प्रभावी,प्रभावी,प्रभावी
Effective dose,प्रभावी मात्रा,प्रभावी डोस,प्रभावी मात्रा
Efferent,अपवाही,बाहेर नेणारा,अपवाही
Efferent duct,अपवाही वाहिनी,बाहेर नेणारी नलिका,अपवाही वाहिनी
Efferent nerve,अपवाही तंत्रिका,बाहेर नेणारी मज्जा,अपवाही तन्त्रिका
Efferent vessel,अपवाही वाहिका,बाहेर नेणारी वाहिनी,अपवाही वाहिका
Effleurage,मर्दन,मालिश,मर्दनम्
Effusion,निःस्राव,बाहेर स्राव,निःस्रावः
Egg,अंडाणु,अंडी,अण्डम्
Ego,अहं,अहं,अहम्
Egyptian ophthalmia,मिस्री नेत्र रोग,इजिप्शियन नेत्र रोग,मिस्री नेत्र रोगः
